ID_Cuenta,Nombre,Area,Estado_Envio,Presupuesto_Solicitado
8312,Nómina - 631,Riesgos,Pendiente,80139100
8313,Inversión - 752,Marketing,Pendiente,237365317
8314,Cesantías - 388,Tecnología,En Revisión,458280151
8315,Cesantías - 813,Tecnología,Rechazado,487918025
8316,Nómina - 298,Servicio al Cliente,Pendiente,457471646
8317,Cesantías - 641,Recursos Humanos,Enviado,347862999
8318,Fondo Voluntario - 854,Tecnología,En Revisión,112845469
8319,Cesantías - 438,Auditoría,En Revisión,166074065
8320,Pensión Obligatoria - 455,Auditoría,Pendiente,276671226
8321,Cesantías - 427,Comercial,Enviado,426637741
8322,Licencias - 528,Marketing,Enviado,42090239
8323,Pensión Obligatoria - 175,Marketing,Rechazado,331495021
8324,Nómina - 517,Recursos Humanos,Rechazado,60504185
8325,Cesantías - 891,Finanzas,Enviado,298136713
8326,Infraestructura - 616,Riesgos,Enviado,438746988
8327,Fondo Voluntario - 890,Servicio al Cliente,Pendiente,375456029
8328,Inversión - 292,Operaciones,Pendiente,50785165
8329,Nómina - 188,Legal,Pendiente,264466134
8330,Cesantías - 937,Legal,Pendiente,183012283
8331,Inversión - 540,Finanzas,Rechazado,115133026
8332,Cesantías - 277,Recursos Humanos,Pendiente,160428838
8333,Cesantías - 761,Finanzas,Pendiente,171894130
8334,Nómina - 236,Riesgos,En Revisión,499137390
8335,Fondo Voluntario - 602,Recursos Humanos,En Revisión,253474299
8336,Pensión Obligatoria - 342,Riesgos,Rechazado,287316634
8337,Nómina - 890,Tecnología,Pendiente,429451678
8338,Fondo Voluntario - 619,Servicio al Cliente,Pendiente,325815001
8339,Inversión - 454,Marketing,Enviado,426562124
8340,Pensión Obligatoria - 650,Recursos Humanos,En Revisión,321500356
8341,Inversión - 976,Legal,Enviado,397379441
8342,Infraestructura - 433,Finanzas,Pendiente,424642624
8343,Licencias - 225,Servicio al Cliente,Enviado,359018156
8344,Infraestructura - 109,Tecnología,Enviado,388489506
8345,Inversión - 653,Auditoría,Enviado,281037771
8346,Cesantías - 216,Auditoría,Pendiente,220997888
8347,Fondo Voluntario - 653,Recursos Humanos,Enviado,46105765
8348,Licencias - 946,Operaciones,Enviado,239643038
8349,Licencias - 443,Recursos Humanos,Enviado,496002860
8350,Cesantías - 114,Legal,Enviado,252798023
8351,Nómina - 877,Auditoría,En Revisión,112317387
8352,Cesantías - 384,Recursos Humanos,Enviado,231680473
8353,Infraestructura - 331,Comercial,Enviado,38533978
8354,Licencias - 278,Marketing,Rechazado,60461754
8355,Inversión - 759,Comercial,Rechazado,229013896
8356,Infraestructura - 735,Marketing,Pendiente,120985818
8357,Pensión Obligatoria - 135,Comercial,Enviado,420716946
8358,Pensión Obligatoria - 106,Legal,Rechazado,191050006
8359,Fondo Voluntario - 367,Riesgos,Pendiente,287149835
8360,Nómina - 212,Tecnología,Pendiente,300257824
8361,Infraestructura - 868,Riesgos,Pendiente,416493151
8362,Nómina - 827,Marketing,En Revisión,436239928
8363,Fondo Voluntario - 273,Tecnología,Rechazado,271439831
8364,Nómina - 498,Finanzas,Pendiente,44216751
8365,Inversión - 116,Servicio al Cliente,Pendiente,130206780
8366,Fondo Voluntario - 245,Finanzas,Enviado,316541366
8367,Inversión - 541,Auditoría,Pendiente,481556192
8368,Infraestructura - 870,Finanzas,En Revisión,482104056
8369,Fondo Voluntario - 881,Legal,En Revisión,301681142
8370,Infraestructura - 189,Auditoría,En Revisión,463777593
8371,Nómina - 876,Legal,Pendiente,380222039
8372,Infraestructura - 280,Operaciones,En Revisión,446867468
8373,Inversión - 837,Comercial,Pendiente,198210848
8374,Pensión Obligatoria - 267,Marketing,Rechazado,490490411
8375,Infraestructura - 279,Recursos Humanos,Enviado,119262266
8376,Pensión Obligatoria - 303,Tecnología,Rechazado,380894996
8377,Infraestructura - 233,Finanzas,Enviado,373873515
8378,Pensión Obligatoria - 576,Tecnología,Enviado,450583284
8379,Nómina - 470,Riesgos,En Revisión,334835101
8380,Pensión Obligatoria - 328,Comercial,Enviado,167699081
8381,Fondo Voluntario - 755,Riesgos,Rechazado,199666114
8382,Cesantías - 552,Operaciones,Pendiente,97290369
8383,Licencias - 545,Finanzas,Pendiente,21897085
8384,Nómina - 657,Operaciones,En Revisión,313261486
8385,Licencias - 422,Marketing,Rechazado,74912453
8386,Inversión - 816,Marketing,Pendiente,243278534
8387,Nómina - 115,Legal,En Revisión,134885080
8388,Pensión Obligatoria - 377,Operaciones,Enviado,286365384
8389,Nómina - 100,Riesgos,Rechazado,312601637
8390,Pensión Obligatoria - 928,Operaciones,Pendiente,224339485
8391,Cesantías - 907,Comercial,Rechazado,431808944
8392,Infraestructura - 932,Auditoría,Pendiente,414717618
8393,Infraestructura - 406,Riesgos,Enviado,74420938
8394,Licencias - 397,Recursos Humanos,Pendiente,147321960
8395,Nómina - 651,Legal,En Revisión,341650486
8396,Licencias - 166,Marketing,En Revisión,366819534
8397,Licencias - 596,Riesgos,Rechazado,421400418
8398,Cesantías - 707,Servicio al Cliente,Enviado,15753200
8399,Infraestructura - 843,Operaciones,En Revisión,134122101
8400,Cesantías - 908,Operaciones,Rechazado,20127468
8401,Infraestructura - 665,Operaciones,En Revisión,375758696
8402,Cesantías - 501,Comercial,En Revisión,458548031
8403,Infraestructura - 764,Legal,En Revisión,339105627
8404,Infraestructura - 208,Recursos Humanos,En Revisión,335454282
8405,Nómina - 819,Tecnología,Pendiente,11741291
8406,Fondo Voluntario - 445,Tecnología,Rechazado,327789328
8407,Inversión - 266,Legal,Rechazado,186711936
8408,Licencias - 825,Finanzas,En Revisión,275594440
8409,Infraestructura - 554,Auditoría,En Revisión,39072921
8410,Fondo Voluntario - 414,Servicio al Cliente,Pendiente,104561312
8411,Cesantías - 286,Operaciones,Rechazado,432462415
8412,Infraestructura - 823,Finanzas,Rechazado,252705455
8413,Pensión Obligatoria - 280,Finanzas,Enviado,420273047
8414,Inversión - 735,Finanzas,Rechazado,394451508
8415,Fondo Voluntario - 663,Marketing,Enviado,354910659
8416,Cesantías - 458,Recursos Humanos,Enviado,10985066
8417,Nómina - 606,Servicio al Cliente,En Revisión,38661331
8418,Nómina - 525,Riesgos,Rechazado,358905625
8419,Fondo Voluntario - 217,Legal,Rechazado,173443288
8420,Inversión - 990,Servicio al Cliente,En Revisión,325712727
8421,Inversión - 224,Tecnología,En Revisión,77908746
8422,Infraestructura - 173,Auditoría,Rechazado,12729377
8423,Fondo Voluntario - 528,Servicio al Cliente,Pendiente,311580249
8424,Cesantías - 351,Recursos Humanos,Rechazado,33581085
8425,Cesantías - 919,Riesgos,Pendiente,160860715
8426,Nómina - 283,Legal,En Revisión,422499751
8427,Licencias - 478,Auditoría,Rechazado,238162807
8428,Pensión Obligatoria - 437,Recursos Humanos,Enviado,432637182
8429,Fondo Voluntario - 571,Recursos Humanos,Enviado,58453313
8430,Pensión Obligatoria - 536,Finanzas,En Revisión,13869163
8431,Pensión Obligatoria - 583,Riesgos,Rechazado,70832517
8432,Nómina - 537,Recursos Humanos,Enviado,414095093
8433,Fondo Voluntario - 496,Marketing,Rechazado,100965382
8434,Pensión Obligatoria - 809,Operaciones,Enviado,303133698
8435,Fondo Voluntario - 274,Operaciones,En Revisión,246503495
8436,Fondo Voluntario - 851,Comercial,Pendiente,106083887
8437,Fondo Voluntario - 872,Auditoría,Pendiente,400604728
8438,Licencias - 153,Comercial,Pendiente,372696083
8439,Licencias - 912,Operaciones,Pendiente,219899562
8440,Nómina - 661,Recursos Humanos,Enviado,111389195
8441,Cesantías - 242,Recursos Humanos,En Revisión,368053292
8442,Fondo Voluntario - 995,Auditoría,Pendiente,311160770
8443,Licencias - 481,Legal,Rechazado,11799509
8444,Infraestructura - 772,Riesgos,Rechazado,16234640
8445,Cesantías - 300,Auditoría,Enviado,74033838
8446,Infraestructura - 979,Comercial,Pendiente,452226281
8447,Pensión Obligatoria - 690,Marketing,En Revisión,178838164
8448,Nómina - 285,Servicio al Cliente,En Revisión,308940908
8449,Fondo Voluntario - 125,Riesgos,Enviado,311945213
8450,Fondo Voluntario - 206,Auditoría,Pendiente,461351128
8451,Infraestructura - 680,Servicio al Cliente,Enviado,126034432
8452,Cesantías - 740,Legal,Rechazado,237039510
8453,Fondo Voluntario - 707,Comercial,Rechazado,197429759
8454,Cesantías - 275,Operaciones,Rechazado,429208278
8455,Pensión Obligatoria - 895,Servicio al Cliente,Enviado,315481846
8456,Inversión - 869,Tecnología,Enviado,298560949
8457,Inversión - 845,Riesgos,Enviado,488044345
8458,Infraestructura - 410,Operaciones,Pendiente,347248260
8459,Fondo Voluntario - 626,Servicio al Cliente,Enviado,420747633
8460,Pensión Obligatoria - 343,Marketing,Pendiente,85880435
8461,Fondo Voluntario - 220,Recursos Humanos,Enviado,324498265
8462,Infraestructura - 346,Riesgos,Pendiente,425675786
8463,Pensión Obligatoria - 377,Operaciones,Rechazado,119373171
8464,Pensión Obligatoria - 120,Marketing,Pendiente,45773668
8465,Nómina - 948,Recursos Humanos,Enviado,60778298
8466,Fondo Voluntario - 831,Auditoría,En Revisión,389056384
8467,Pensión Obligatoria - 290,Legal,Enviado,415351240
8468,Fondo Voluntario - 406,Operaciones,En Revisión,499481525
8469,Nómina - 973,Comercial,Rechazado,60506296
8470,Fondo Voluntario - 882,Finanzas,Enviado,32782038
8471,Inversión - 990,Tecnología,Enviado,370822362
8472,Infraestructura - 451,Riesgos,Enviado,488936276
8473,Inversión - 383,Legal,Enviado,408667601
8474,Cesantías - 650,Recursos Humanos,Enviado,52349651
8475,Inversión - 798,Marketing,En Revisión,414076629
8476,Infraestructura - 155,Riesgos,En Revisión,19230439
8477,Nómina - 393,Marketing,Enviado,394518336
8478,Pensión Obligatoria - 573,Comercial,En Revisión,365593021
8479,Nómina - 645,Marketing,Rechazado,230311527
8480,Pensión Obligatoria - 820,Servicio al Cliente,En Revisión,483801280
8481,Nómina - 431,Comercial,Enviado,22135403
8482,Fondo Voluntario - 852,Recursos Humanos,Pendiente,198436466
8483,Cesantías - 611,Servicio al Cliente,Rechazado,90073354
8484,Inversión - 324,Tecnología,Rechazado,241803431
8485,Fondo Voluntario - 869,Recursos Humanos,Enviado,210374813
8486,Pensión Obligatoria - 347,Marketing,En Revisión,477455625
8487,Fondo Voluntario - 616,Comercial,Enviado,257536940
8488,Inversión - 411,Recursos Humanos,Rechazado,170382865
8489,Pensión Obligatoria - 117,Legal,Rechazado,466788481
8490,Nómina - 178,Marketing,Enviado,61395997
8491,Infraestructura - 713,Riesgos,Rechazado,334570569
8492,Infraestructura - 599,Servicio al Cliente,Enviado,298717125
8493,Nómina - 835,Operaciones,Rechazado,173756190
8494,Nómina - 307,Servicio al Cliente,En Revisión,222927204
8495,Nómina - 326,Tecnología,Enviado,390375330
8496,Licencias - 157,Comercial,En Revisión,131836274
8497,Fondo Voluntario - 823,Tecnología,Pendiente,86025656
8498,Nómina - 430,Comercial,Pendiente,480419232
8499,Fondo Voluntario - 509,Legal,Pendiente,284391297
8500,Cesantías - 604,Legal,Rechazado,332361056
8501,Pensión Obligatoria - 845,Servicio al Cliente,En Revisión,453685076
8502,Inversión - 712,Recursos Humanos,Enviado,124878890
8503,Licencias - 612,Tecnología,Enviado,85536624
8504,Cesantías - 311,Recursos Humanos,Enviado,335489457
8505,Cesantías - 977,Marketing,Enviado,65323151
8506,Licencias - 921,Legal,Enviado,42158669
8507,Infraestructura - 767,Tecnología,En Revisión,483885285
8508,Cesantías - 881,Recursos Humanos,Pendiente,98697093
8509,Infraestructura - 692,Servicio al Cliente,Rechazado,116622262
8510,Nómina - 530,Operaciones,Rechazado,259016808
8511,Pensión Obligatoria - 233,Tecnología,Pendiente,259768261
8512,Fondo Voluntario - 117,Servicio al Cliente,Pendiente,352310862
8513,Nómina - 456,Recursos Humanos,En Revisión,225447085
8514,Infraestructura - 597,Legal,En Revisión,117068053
8515,Inversión - 153,Legal,Enviado,293233064
8516,Nómina - 471,Auditoría,Rechazado,370452774
8517,Infraestructura - 183,Servicio al Cliente,Rechazado,55157153
8518,Licencias - 706,Auditoría,Rechazado,235181502
8519,Licencias - 607,Servicio al Cliente,Rechazado,58578356
8520,Pensión Obligatoria - 558,Auditoría,Rechazado,393823296
8521,Nómina - 230,Comercial,En Revisión,204938171
8522,Cesantías - 160,Servicio al Cliente,Enviado,368986232
8523,Infraestructura - 671,Marketing,Pendiente,369072075
8524,Pensión Obligatoria - 950,Riesgos,Pendiente,292390190
8525,Inversión - 568,Finanzas,Pendiente,21731052
8526,Cesantías - 467,Marketing,Pendiente,53540321
8527,Licencias - 406,Marketing,Enviado,220421431
8528,Cesantías - 964,Comercial,Pendiente,237038719
8529,Pensión Obligatoria - 152,Tecnología,En Revisión,361802645
8530,Nómina - 103,Finanzas,En Revisión,17528795
8531,Infraestructura - 426,Legal,Rechazado,458099536
8532,Pensión Obligatoria - 182,Marketing,Enviado,180607593
8533,Pensión Obligatoria - 999,Tecnología,En Revisión,293892039
8534,Fondo Voluntario - 256,Recursos Humanos,En Revisión,399791267
8535,Licencias - 842,Riesgos,En Revisión,364300295
8536,Inversión - 319,Comercial,En Revisión,230117696
8537,Infraestructura - 729,Auditoría,Enviado,269745831
8538,Inversión - 721,Auditoría,En Revisión,464883761
8539,Infraestructura - 274,Recursos Humanos,Pendiente,125802581
8540,Infraestructura - 130,Auditoría,Pendiente,406267799
8541,Inversión - 857,Auditoría,En Revisión,125907808
8542,Cesantías - 531,Marketing,En Revisión,87941743
8543,Fondo Voluntario - 673,Legal,En Revisión,271307041
8544,Inversión - 234,Auditoría,Rechazado,193446724
8545,Fondo Voluntario - 402,Comercial,En Revisión,15034500
8546,Infraestructura - 383,Recursos Humanos,Pendiente,480160370
8547,Licencias - 589,Servicio al Cliente,Enviado,258471706
8548,Pensión Obligatoria - 162,Recursos Humanos,Enviado,300544199
8549,Fondo Voluntario - 865,Riesgos,Enviado,327401956
8550,Cesantías - 859,Finanzas,Enviado,432268202
8551,Inversión - 415,Operaciones,En Revisión,471740771
8552,Nómina - 805,Tecnología,Enviado,104378515
8553,Fondo Voluntario - 982,Riesgos,Pendiente,230845911
8554,Fondo Voluntario - 911,Operaciones,Rechazado,161989562
8555,Licencias - 943,Marketing,En Revisión,463874945
8556,Licencias - 909,Servicio al Cliente,En Revisión,210556732
8557,Infraestructura - 495,Tecnología,Enviado,469038124
8558,Fondo Voluntario - 740,Auditoría,Enviado,136622887
8559,Fondo Voluntario - 545,Operaciones,Enviado,361234731
8560,Nómina - 838,Auditoría,En Revisión,384689903
8561,Nómina - 708,Finanzas,Pendiente,257079982
8562,Infraestructura - 610,Finanzas,Rechazado,23290571
8563,Cesantías - 994,Servicio al Cliente,Enviado,262691147
8564,Licencias - 463,Recursos Humanos,En Revisión,53267205
8565,Inversión - 819,Recursos Humanos,Pendiente,320487136
8566,Fondo Voluntario - 285,Legal,Enviado,132885665
8567,Fondo Voluntario - 225,Comercial,En Revisión,408618001
8568,Fondo Voluntario - 706,Marketing,Enviado,52751339
8569,Cesantías - 645,Comercial,Pendiente,257364481
8570,Cesantías - 875,Tecnología,Pendiente,368582952
8571,Fondo Voluntario - 637,Tecnología,Pendiente,66863318
8572,Nómina - 685,Riesgos,En Revisión,84029013
8573,Infraestructura - 472,Tecnología,Rechazado,49426253
8574,Cesantías - 480,Riesgos,Pendiente,461964522
8575,Infraestructura - 614,Finanzas,Pendiente,470246341
8576,Infraestructura - 403,Comercial,Rechazado,456449320
8577,Fondo Voluntario - 415,Recursos Humanos,Pendiente,278516126
8578,Cesantías - 755,Marketing,Rechazado,225766139
8579,Infraestructura - 610,Operaciones,En Revisión,140863198
8580,Cesantías - 798,Tecnología,Pendiente,282935613
8581,Licencias - 265,Finanzas,Enviado,15688690
8582,Infraestructura - 360,Riesgos,Rechazado,247019751
8583,Cesantías - 873,Comercial,En Revisión,305820683
8584,Cesantías - 149,Marketing,Rechazado,198189360
8585,Fondo Voluntario - 998,Marketing,Enviado,334764775
8586,Infraestructura - 940,Tecnología,Pendiente,27380223
8587,Fondo Voluntario - 192,Legal,Enviado,38180414
8588,Inversión - 307,Servicio al Cliente,Enviado,23635689
8589,Licencias - 219,Auditoría,Enviado,37074303
8590,Inversión - 671,Comercial,Rechazado,266180917
8591,Infraestructura - 917,Comercial,En Revisión,292420132
8592,Nómina - 841,Comercial,Enviado,349039757
8593,Pensión Obligatoria - 174,Riesgos,Enviado,432018289
8594,Nómina - 104,Operaciones,Rechazado,268524210
8595,Fondo Voluntario - 147,Marketing,Pendiente,495468949
8596,Fondo Voluntario - 155,Comercial,Enviado,331695572
8597,Cesantías - 438,Finanzas,Pendiente,172279541
8598,Fondo Voluntario - 317,Tecnología,Enviado,387855512
8599,Inversión - 610,Finanzas,Pendiente,338380576
8600,Nómina - 871,Legal,Pendiente,66090878
8601,Pensión Obligatoria - 242,Recursos Humanos,Pendiente,234734157
8602,Infraestructura - 965,Tecnología,Rechazado,259369867
8603,Nómina - 105,Comercial,Rechazado,462097358
8604,Fondo Voluntario - 772,Marketing,Pendiente,133231155
8605,Cesantías - 697,Riesgos,Enviado,65796722
8606,Infraestructura - 645,Servicio al Cliente,Pendiente,230213587
8607,Inversión - 162,Marketing,Rechazado,416801148
8608,Licencias - 649,Tecnología,Enviado,259170967
8609,Fondo Voluntario - 778,Riesgos,En Revisión,258157113
8610,Infraestructura - 385,Finanzas,Rechazado,324362904
8611,Nómina - 459,Auditoría,Pendiente,152827864
8612,Nómina - 868,Finanzas,En Revisión,229186962
8613,Infraestructura - 397,Riesgos,Rechazado,486598731
8614,Cesantías - 730,Marketing,Rechazado,32043843
8615,Licencias - 483,Tecnología,Rechazado,146307510
8616,Inversión - 562,Servicio al Cliente,Enviado,337619064
8617,Fondo Voluntario - 902,Legal,En Revisión,410546219
8618,Nómina - 333,Operaciones,En Revisión,333328181
8619,Cesantías - 208,Tecnología,Pendiente,67775154
8620,Licencias - 377,Marketing,En Revisión,330592362
8621,Fondo Voluntario - 527,Auditoría,Rechazado,58327849
8622,Licencias - 698,Finanzas,En Revisión,89578050
8623,Licencias - 292,Finanzas,Rechazado,65890152
8624,Fondo Voluntario - 595,Auditoría,En Revisión,97550411
8625,Nómina - 324,Marketing,Rechazado,341835034
8626,Licencias - 923,Riesgos,Rechazado,314646604
8627,Fondo Voluntario - 887,Finanzas,Pendiente,290061879
8628,Nómina - 952,Recursos Humanos,Enviado,492263284
8629,Fondo Voluntario - 106,Marketing,Pendiente,499458232
8630,Infraestructura - 346,Auditoría,Enviado,361068492
8631,Infraestructura - 641,Servicio al Cliente,Enviado,439951320
8632,Nómina - 960,Operaciones,Enviado,18907948
8633,Nómina - 783,Operaciones,Enviado,26411939
8634,Nómina - 937,Marketing,En Revisión,484184041
8635,Cesantías - 175,Riesgos,En Revisión,400086826
8636,Infraestructura - 721,Recursos Humanos,Enviado,338598373
8637,Fondo Voluntario - 998,Riesgos,Enviado,13628223
8638,Infraestructura - 837,Servicio al Cliente,Pendiente,140741239
8639,Pensión Obligatoria - 159,Auditoría,Enviado,74399121
8640,Nómina - 584,Recursos Humanos,En Revisión,373151034
8641,Fondo Voluntario - 679,Finanzas,Rechazado,188446846
8642,Nómina - 840,Riesgos,En Revisión,401395262
8643,Infraestructura - 566,Legal,En Revisión,241867655
8644,Infraestructura - 637,Riesgos,En Revisión,19835132
8645,Inversión - 292,Comercial,Rechazado,270642241
8646,Infraestructura - 744,Tecnología,Rechazado,369451979
8647,Infraestructura - 179,Legal,En Revisión,96374332
8648,Nómina - 790,Servicio al Cliente,Pendiente,124738916
8649,Inversión - 805,Operaciones,En Revisión,483415965
8650,Nómina - 211,Finanzas,En Revisión,403887680
8651,Inversión - 365,Finanzas,Enviado,156048426
8652,Nómina - 100,Operaciones,Enviado,14880390
8653,Cesantías - 582,Servicio al Cliente,En Revisión,474593710
8654,Fondo Voluntario - 440,Legal,En Revisión,496090470
8655,Fondo Voluntario - 926,Riesgos,Rechazado,471691996
8656,Fondo Voluntario - 544,Tecnología,Rechazado,351674809
8657,Pensión Obligatoria - 205,Tecnología,Rechazado,323013383
8658,Fondo Voluntario - 493,Servicio al Cliente,Enviado,177501117
8659,Nómina - 140,Marketing,En Revisión,63323682
8660,Pensión Obligatoria - 286,Auditoría,Pendiente,29485988
8661,Fondo Voluntario - 855,Servicio al Cliente,En Revisión,318879414
8662,Infraestructura - 877,Comercial,En Revisión,119146737
8663,Fondo Voluntario - 771,Tecnología,Pendiente,178522991
8664,Inversión - 628,Auditoría,Enviado,497559599
8665,Pensión Obligatoria - 743,Recursos Humanos,Enviado,309673142
8666,Cesantías - 464,Tecnología,Enviado,456351311
8667,Fondo Voluntario - 549,Servicio al Cliente,Enviado,377008689
8668,Infraestructura - 900,Recursos Humanos,Rechazado,190544592
8669,Infraestructura - 787,Tecnología,Rechazado,355252703
8670,Nómina - 836,Finanzas,En Revisión,186283327
8671,Fondo Voluntario - 479,Finanzas,Enviado,452743618
8672,Nómina - 997,Auditoría,Rechazado,215964168
8673,Licencias - 927,Tecnología,Pendiente,316540561
8674,Licencias - 371,Auditoría,En Revisión,476371733
8675,Nómina - 365,Comercial,En Revisión,23925833
8676,Pensión Obligatoria - 322,Recursos Humanos,Rechazado,293258682
8677,Nómina - 255,Recursos Humanos,Pendiente,49403629
8678,Nómina - 124,Riesgos,Pendiente,48170007
8679,Fondo Voluntario - 779,Recursos Humanos,Pendiente,141228943
8680,Nómina - 561,Tecnología,Rechazado,384575834
8681,Cesantías - 563,Recursos Humanos,En Revisión,57925035
8682,Licencias - 473,Riesgos,Enviado,108317971
8683,Nómina - 317,Comercial,Enviado,89924818
8684,Inversión - 702,Servicio al Cliente,Pendiente,422767240
8685,Cesantías - 993,Comercial,Pendiente,326856559
8686,Pensión Obligatoria - 638,Finanzas,En Revisión,353609392
8687,Cesantías - 219,Tecnología,En Revisión,126588263
8688,Infraestructura - 220,Auditoría,Enviado,213685615
8689,Infraestructura - 712,Legal,Enviado,473298656
8690,Nómina - 941,Auditoría,En Revisión,314282918
8691,Nómina - 289,Recursos Humanos,Rechazado,362919865
8692,Nómina - 683,Auditoría,Enviado,116919541
8693,Nómina - 756,Legal,Enviado,41905928
8694,Pensión Obligatoria - 906,Recursos Humanos,Enviado,79466299
8695,Nómina - 475,Tecnología,Pendiente,323944817
8696,Nómina - 740,Legal,Pendiente,269802970
8697,Fondo Voluntario - 414,Marketing,Pendiente,18888634
8698,Licencias - 830,Finanzas,En Revisión,140403631
8699,Cesantías - 493,Comercial,En Revisión,494325566
8700,Nómina - 440,Operaciones,Rechazado,432904093
8701,Inversión - 200,Comercial,Pendiente,67001268
8702,Infraestructura - 358,Auditoría,En Revisión,378394320
8703,Infraestructura - 407,Riesgos,Pendiente,15964927
8704,Inversión - 426,Tecnología,Rechazado,324910162
8705,Nómina - 836,Auditoría,Pendiente,103645042
8706,Pensión Obligatoria - 613,Comercial,Rechazado,14827084
8707,Licencias - 240,Riesgos,En Revisión,394315061
8708,Infraestructura - 711,Legal,En Revisión,417372554
8709,Infraestructura - 251,Recursos Humanos,Rechazado,324398061
8710,Cesantías - 486,Comercial,Enviado,224697593
8711,Pensión Obligatoria - 763,Finanzas,En Revisión,236918764
8712,Infraestructura - 804,Marketing,Pendiente,30205867
8713,Fondo Voluntario - 938,Operaciones,En Revisión,329721614
8714,Inversión - 638,Recursos Humanos,Pendiente,163352400
8715,Inversión - 144,Recursos Humanos,En Revisión,286482318
8716,Infraestructura - 175,Recursos Humanos,En Revisión,337284000
8717,Licencias - 450,Marketing,Rechazado,132354218
8718,Inversión - 379,Legal,Pendiente,116486128
8719,Fondo Voluntario - 501,Marketing,Rechazado,485830168
8720,Nómina - 624,Recursos Humanos,Rechazado,85501145
8721,Licencias - 555,Recursos Humanos,Pendiente,310008082
8722,Cesantías - 586,Finanzas,Pendiente,217127211
8723,Fondo Voluntario - 524,Comercial,En Revisión,261803035
8724,Fondo Voluntario - 631,Servicio al Cliente,Rechazado,72679331
8725,Licencias - 406,Tecnología,En Revisión,24319622
8726,Nómina - 974,Riesgos,Rechazado,482179578
8727,Pensión Obligatoria - 974,Finanzas,Rechazado,158549314
8728,Nómina - 536,Tecnología,En Revisión,381650176
8729,Cesantías - 905,Tecnología,Rechazado,453486380
8730,Cesantías - 132,Marketing,Rechazado,130782473
8731,Pensión Obligatoria - 857,Marketing,En Revisión,283732785
8732,Infraestructura - 595,Servicio al Cliente,Rechazado,252237229
8733,Cesantías - 836,Marketing,Rechazado,205267686
8734,Licencias - 351,Auditoría,Enviado,15128034
8735,Cesantías - 727,Operaciones,En Revisión,323306951
8736,Inversión - 322,Marketing,Pendiente,461258712
8737,Fondo Voluntario - 310,Operaciones,Rechazado,105207492
8738,Cesantías - 262,Operaciones,Rechazado,197744532
8739,Fondo Voluntario - 695,Marketing,En Revisión,10068771
8740,Cesantías - 416,Servicio al Cliente,En Revisión,106916776
8741,Infraestructura - 618,Comercial,En Revisión,382471729
8742,Infraestructura - 615,Recursos Humanos,Enviado,165727888
8743,Infraestructura - 819,Comercial,Pendiente,79520617
8744,Cesantías - 415,Riesgos,En Revisión,202839848
8745,Inversión - 791,Finanzas,Pendiente,241325080
8746,Nómina - 171,Auditoría,Pendiente,26458280
8747,Cesantías - 662,Recursos Humanos,Rechazado,258894455
8748,Infraestructura - 402,Comercial,Pendiente,28287233
8749,Inversión - 266,Tecnología,Pendiente,21947349
8750,Infraestructura - 740,Riesgos,Pendiente,129703577
8751,Cesantías - 516,Finanzas,Rechazado,347950731
8752,Cesantías - 950,Servicio al Cliente,Pendiente,416980766
8753,Pensión Obligatoria - 661,Legal,Enviado,364062386
8754,Inversión - 831,Tecnología,Rechazado,168208852
8755,Nómina - 301,Auditoría,Enviado,441469580
8756,Licencias - 194,Legal,En Revisión,14927201
8757,Infraestructura - 411,Riesgos,Pendiente,250828253
8758,Inversión - 919,Operaciones,Enviado,128943262
8759,Licencias - 103,Legal,Pendiente,483773565
8760,Cesantías - 352,Riesgos,Rechazado,219612845
8761,Licencias - 682,Marketing,Pendiente,91981297
8762,Fondo Voluntario - 782,Marketing,Pendiente,295216966
8763,Inversión - 673,Recursos Humanos,Pendiente,170558036
8764,Nómina - 855,Riesgos,Pendiente,307841711
8765,Inversión - 793,Finanzas,En Revisión,376962850
8766,Cesantías - 741,Tecnología,Rechazado,38823645
8767,Licencias - 193,Auditoría,En Revisión,251764541
8768,Licencias - 490,Marketing,Pendiente,399951839
8769,Inversión - 295,Comercial,Enviado,153113740
8770,Nómina - 932,Legal,Rechazado,275503958
8771,Pensión Obligatoria - 587,Auditoría,Pendiente,377035662
8772,Inversión - 982,Recursos Humanos,Rechazado,464305117
8773,Nómina - 746,Auditoría,Pendiente,89576993
8774,Licencias - 358,Finanzas,Pendiente,35420984
8775,Fondo Voluntario - 211,Comercial,En Revisión,181934382
8776,Fondo Voluntario - 107,Finanzas,Pendiente,279778867
8777,Nómina - 137,Recursos Humanos,En Revisión,114829145
8778,Nómina - 892,Auditoría,En Revisión,166525203
8779,Fondo Voluntario - 642,Comercial,En Revisión,231800451
8780,Nómina - 944,Tecnología,Pendiente,209223700
8781,Pensión Obligatoria - 846,Tecnología,Pendiente,100599220
8782,Inversión - 530,Auditoría,En Revisión,222409767
8783,Inversión - 113,Auditoría,Pendiente,150931476
8784,Infraestructura - 513,Riesgos,En Revisión,383620867
8785,Cesantías - 298,Servicio al Cliente,Pendiente,395044477
8786,Cesantías - 378,Finanzas,Enviado,337305610
8787,Pensión Obligatoria - 821,Servicio al Cliente,Rechazado,249428920
8788,Infraestructura - 977,Marketing,Rechazado,118696219
8789,Nómina - 102,Operaciones,En Revisión,445236369
8790,Pensión Obligatoria - 342,Legal,Rechazado,215475719
